SYMBOL,description,go_id
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0030182
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0009791
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0005634
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0000122
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0035264
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0001227
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0000978
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0021858
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0010467
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0000785
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0003677
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0006355
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0008285
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0035986
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0003906
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0006284
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0030374
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0090402
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0045892
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0045893
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0042974
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0005634
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0008134
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0046965
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0042975
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:2000774
HMGA1,high mobility group AT-hook 1 [Source:NCBI gene;Acc:378795],GO:0035985
HMGA2,high mobility group AT-hook 2 [Source:NCBI gene;Acc:395851],GO:0003677
HMGA2,high mobility group AT-hook 2 [Source:NCBI gene;Acc:395851],GO:0010564
HMGA2,high mobility group AT-hook 2 [Source:NCBI gene;Acc:395851],GO:0006284
HMGA2,high mobility group AT-hook 2 [Source:NCBI gene;Acc:395851],GO:0010628
HMGA2,high mobility group AT-hook 2 [Source:NCBI gene;Acc:395851],GO:0005634
HMGA2,high mobility group AT-hook 2 [Source:NCBI gene;Acc:395851],GO:0003906
HMGA2,high mobility group AT-hook 2 [Source:NCBI gene;Acc:395851],GO:0000785
HMGA2,high mobility group AT-hook 2 [Source:NCBI gene;Acc:395851],GO:0006355
HMGA2,high mobility group AT-hook 2 [Source:NCBI gene;Acc:395851],GO:0044212
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0008299
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0050709
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0050662
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0004420
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0051262
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0016616
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0015936
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0055114
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0050661
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0042177
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0016020
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:1900222
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0043407
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0070402
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0016021
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0006695
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0005783
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0005778
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0042282
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0016491
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0016126
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0005789
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0008542
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:NCBI gene;Acc:395145],GO:0005515
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0034605
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0019062
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:1903827
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0060338
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0071353
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0071157
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0006457
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0009986
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0021955
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0097435
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0007004
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0070182
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0048156
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0030511
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0050821
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0042802
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0051082
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:1901389
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0043066
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0048471
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0051973
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:1990226
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:1901799
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0031396
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0005886
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0019887
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0005737
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0010033
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0044295
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0032516
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0045597
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0044294
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0005829
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0048675
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0003725
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0032435
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0008180
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0019900
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0031072
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0030010
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0060334
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0046983
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0005524
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:1990565
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0005634
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0019901
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0042826
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0042277
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0051897
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0044183
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0033138
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0097718
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0031625
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0043025
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0042803
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0005576
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:1904031
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0051131
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:2000010
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0032991
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:1905323
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0043008
HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene;Acc:396188],GO:0034751
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0006874
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0005886
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0051209
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0098664
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0007187
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0050731
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0030594
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0007200
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0044380
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0051378
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0005623
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0045202
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0008144
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0014065
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0070374
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0007186
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0004993
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0004930
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0045821
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0033674
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0007268
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0045600
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0042802
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0007165
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0016020
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0005887
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0030425
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0007202
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0042493
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0010513
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0016021
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0007210
HTR2A,5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:428070],GO:0071886
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0008236
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0040014
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0071363
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0035458
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0008630
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0005739
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0042802
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0010822
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0005515
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:1904924
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:2001241
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0009898
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0097193
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0007628
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0008233
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0000785
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0010942
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0004252
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0005634
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0034605
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0016020
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0006508
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0008344
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0071300
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0048666
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0005856
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0005758
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:2001269
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0070207
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0043280
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0007005
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0005829
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0043065
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0030900
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0035631
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:1905370
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0034599
HTRA2,HtrA serine peptidase 2 [Source:NCBI gene;Acc:395990],GO:0044257
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0030294
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0019899
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0030971
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0010764
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0005540
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0051216
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0060586
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0071347
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0044344
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0016787
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0001618
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0033906
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0051607
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0061099
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0009986
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0030308
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0050729
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0010259
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0006027
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0016324
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0005902
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0051898
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0003713
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0005975
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0031362
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0005829
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0071560
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:2001238
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0004415
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0042307
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0071356
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:2000778
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0000302
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0030139
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0009615
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0002244
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0005737
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0005764
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0031410
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:2000484
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0019087
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0003824
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0008152
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0016798
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0046658
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0046677
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0050431
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0042117
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0019064
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0045121
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0071493
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0045944
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0048471
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0030214
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0048705
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0090575
HYAL2,hyaluronoglucosaminidase 2 [Source:NCBI gene;Acc:415908],GO:0043407
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0005737
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0003253
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0001656
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0003139
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0003700
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0051726
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0001779
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0035988
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0046983
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0060959
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0045892
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0001085
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0003166
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0048557
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0002521
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0005634
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0030182
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0048711
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0060173
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0048541
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0048715
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0045665
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0060384
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0055001
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0003149
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0010628
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0008134
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0048468
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0019216
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0042733
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0009649
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0043392
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0048663
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0048661
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0043425
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0048469
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0045648
